device_trust,failed_attempts,request_frequency,network_anomaly,time_anomaly,previous_behavior,label,decision
41.48,2,40.32,48.88,51.29,62.74,SUSPICIOUS,LIMITED
2.38,12,62.06,80.7,68.52,18.03,HIGH_RISK,DENY
92.3,0,8.04,8.25,3.62,98.27,NORMAL,ALLOW
66.32,6,20.14,51.9,48.38,53.62,SUSPICIOUS,LIMITED
96.92,0,5.9,2.87,1.99,93.8,NORMAL,ALLOW
9.16,7,69.92,73.45,66.28,8.33,HIGH_RISK,DENY
12.72,9,70.53,85.16,68.7,9.42,HIGH_RISK,DENY
9.46,11,79.82,62.0,80.18,24.6,HIGH_RISK,DENY
51.34,2,27.17,34.13,57.15,65.45,SUSPICIOUS,LIMITED
5.56,19,55.43,82.04,76.93,25.72,HIGH_RISK,DENY
89.74,0,6.97,0.38,6.07,92.84,NORMAL,ALLOW
95.35,0,6.74,6.55,0.83,91.08,NORMAL,ALLOW
95.63,0,4.4,1.76,4.29,94.83,NORMAL,ALLOW
55.95,5,20.22,35.7,42.5,63.29,SUSPICIOUS,LIMITED
59.8,6,37.47,49.26,36.31,49.91,SUSPICIOUS,LIMITED
31.44,7,117.71,84.47,76.07,24.52,HIGH_RISK,DENY
51.44,4,21.28,54.41,36.31,46.68,SUSPICIOUS,LIMITED
34.0,15,93.73,94.97,71.95,29.52,HIGH_RISK,DENY
20.65,6,91.25,79.29,86.95,19.56,HIGH_RISK,DENY
90.98,0,4.21,5.5,0.82,99.07,NORMAL,ALLOW
21.29,12,92.79,79.39,70.52,7.93,HIGH_RISK,DENY
44.64,3,18.47,27.12,47.73,58.69,SUSPICIOUS,LIMITED
86.88,1,5.34,3.36,3.02,77.84,NORMAL,ALLOW
47.31,5,22.44,50.72,67.77,72.0,SUSPICIOUS,LIMITED
19.47,12,105.38,83.03,97.4,10.13,HIGH_RISK,DENY
45.39,4,19.43,60.33,24.84,46.43,SUSPICIOUS,LIMITED
91.2,0,1.77,2.06,3.51,92.1,NORMAL,ALLOW
54.89,3,45.53,36.71,50.43,50.59,SUSPICIOUS,LIMITED
94.58,0,5.77,0.03,0.79,91.06,NORMAL,ALLOW
86.37,0,5.15,6.05,0.42,100.0,NORMAL,ALLOW
11.21,6,90.27,68.26,76.25,14.95,HIGH_RISK,DENY
13.15,10,100.87,86.22,69.28,18.47,HIGH_RISK,DENY
64.17,5,28.31,50.25,39.48,66.8,SUSPICIOUS,LIMITED
59.83,4,32.24,55.95,27.26,60.38,SUSPICIOUS,LIMITED
0.65,9,86.22,80.24,81.7,26.09,HIGH_RISK,DENY
8.43,8,87.79,77.07,86.95,21.07,HIGH_RISK,DENY
90.45,0,5.2,3.46,1.12,89.19,NORMAL,ALLOW
27.17,13,110.06,80.85,99.18,11.0,HIGH_RISK,DENY
89.8,1,5.46,3.24,0.89,93.07,NORMAL,ALLOW
21.18,14,99.89,76.22,79.07,16.34,HIGH_RISK,DENY
100.0,0,3.1,0.34,0.91,98.15,NORMAL,ALLOW
25.6,12,58.08,79.81,86.57,13.14,HIGH_RISK,DENY
95.4,0,4.57,1.43,14.54,90.73,NORMAL,ALLOW
20.89,8,71.19,92.65,82.95,25.88,HIGH_RISK,DENY
54.7,3,39.46,54.64,40.19,53.54,SUSPICIOUS,LIMITED
23.52,7,101.23,72.63,73.77,9.96,HIGH_RISK,DENY
53.13,2,34.38,57.96,50.47,65.47,SUSPICIOUS,LIMITED
59.28,4,25.45,46.01,33.65,60.29,SUSPICIOUS,LIMITED
68.15,3,28.09,54.73,50.64,53.98,SUSPICIOUS,LIMITED
19.15,6,88.12,89.76,58.82,18.93,HIGH_RISK,DENY
61.01,6,29.43,42.75,40.55,44.42,SUSPICIOUS,LIMITED
97.54,1,1.0,2.0,2.58,87.91,NORMAL,ALLOW
39.81,6,27.96,49.17,41.78,59.36,SUSPICIOUS,LIMITED
100.0,0,8.18,2.42,7.22,86.65,NORMAL,ALLOW
95.23,0,2.25,3.41,2.37,94.54,NORMAL,ALLOW
88.77,0,3.52,0.81,6.82,88.19,NORMAL,ALLOW
17.43,13,85.28,85.92,87.41,6.76,HIGH_RISK,DENY
15.99,10,104.14,83.14,71.8,13.61,HIGH_RISK,DENY
15.09,9,140.69,75.33,66.39,12.59,HIGH_RISK,DENY
13.48,12,66.69,86.95,67.71,22.88,HIGH_RISK,DENY
24.65,9,86.07,98.81,74.35,30.25,HIGH_RISK,DENY
15.38,6,74.45,86.23,77.22,21.36,HIGH_RISK,DENY
16.34,8,107.42,89.38,76.26,33.24,HIGH_RISK,DENY
85.6,1,7.23,2.17,1.2,84.45,NORMAL,ALLOW
88.05,1,2.14,3.11,0.61,95.56,NORMAL,ALLOW
26.05,10,109.62,86.14,86.72,15.33,HIGH_RISK,DENY
51.25,5,31.57,50.48,38.73,41.99,SUSPICIOUS,LIMITED
15.24,10,69.78,86.21,95.27,24.31,HIGH_RISK,DENY
52.36,4,27.78,40.29,44.51,53.92,SUSPICIOUS,LIMITED
65.14,4,27.89,40.97,36.85,72.0,SUSPICIOUS,LIMITED
48.27,3,28.36,53.36,42.24,44.8,SUSPICIOUS,LIMITED
25.74,7,103.98,91.09,70.44,17.54,HIGH_RISK,DENY
21.02,15,100.58,79.59,85.39,12.08,HIGH_RISK,DENY
52.69,4,42.96,45.09,28.5,68.8,SUSPICIOUS,LIMITED
90.07,0,3.72,3.45,8.19,100.0,NORMAL,ALLOW
44.43,5,26.32,57.42,47.42,51.47,SUSPICIOUS,LIMITED
56.57,2,42.1,50.47,34.89,41.74,SUSPICIOUS,LIMITED
0.0,9,77.4,76.63,90.28,29.11,HIGH_RISK,DENY
19.97,9,115.72,87.26,96.91,26.06,HIGH_RISK,DENY
16.05,14,64.83,82.74,75.72,16.69,HIGH_RISK,DENY
93.27,0,3.55,0.18,0.38,91.28,NORMAL,ALLOW
91.83,0,6.55,0.9,1.46,92.54,NORMAL,ALLOW
92.98,0,5.85,1.21,2.53,90.26,NORMAL,ALLOW
90.65,0,5.76,4.34,0.31,86.96,NORMAL,ALLOW
22.05,8,87.66,85.78,82.04,27.8,HIGH_RISK,DENY
92.48,0,3.24,1.93,7.21,91.38,NORMAL,ALLOW
3.74,14,76.48,74.02,70.95,33.66,HIGH_RISK,DENY
16.69,9,65.95,83.26,90.36,15.48,HIGH_RISK,DENY
17.62,15,86.65,81.32,74.52,23.76,HIGH_RISK,DENY
93.92,0,8.12,1.88,0.4,98.6,NORMAL,ALLOW
92.24,0,3.17,2.12,2.93,95.16,NORMAL,ALLOW
92.44,1,6.75,1.88,2.0,97.75,NORMAL,ALLOW
20.46,6,76.55,84.83,63.81,2.15,HIGH_RISK,DENY
95.48,0,4.19,4.0,8.51,85.83,NORMAL,ALLOW
88.69,0,6.18,8.83,2.45,95.35,NORMAL,ALLOW
39.65,6,16.29,68.0,33.36,61.51,SUSPICIOUS,LIMITED
26.25,6,73.42,84.59,95.43,14.04,HIGH_RISK,DENY
48.92,3,20.98,48.2,22.86,58.75,SUSPICIOUS,LIMITED
100.0,0,8.85,5.6,1.21,85.82,NORMAL,ALLOW
5.16,6,80.67,77.5,93.32,25.92,HIGH_RISK,DENY
52.12,6,37.24,43.9,37.99,72.0,SUSPICIOUS,LIMITED
48.81,3,27.8,34.4,22.01,41.6,SUSPICIOUS,LIMITED
41.95,4,21.81,54.73,38.83,43.37,SUSPICIOUS,LIMITED
83.54,0,6.21,1.1,0.7,97.24,NORMAL,ALLOW
25.2,12,66.07,92.45,92.38,23.03,HIGH_RISK,DENY
42.0,5,25.79,45.83,50.06,58.29,SUSPICIOUS,LIMITED
8.27,8,75.28,94.21,76.55,31.12,HIGH_RISK,DENY
83.97,0,3.89,1.41,2.46,92.65,NORMAL,ALLOW
63.02,4,27.69,51.53,23.21,66.41,SUSPICIOUS,LIMITED
50.92,6,15.62,51.62,43.78,48.8,SUSPICIOUS,LIMITED
15.14,14,98.87,68.44,82.78,14.17,HIGH_RISK,DENY
38.26,3,24.95,60.62,51.6,57.47,SUSPICIOUS,LIMITED
83.48,0,3.57,1.27,0.87,93.54,NORMAL,ALLOW
47.03,4,26.59,33.97,22.04,60.08,SUSPICIOUS,LIMITED
20.84,6,93.09,84.69,96.39,29.53,HIGH_RISK,DENY
87.84,0,3.14,4.15,6.07,86.72,NORMAL,ALLOW
42.01,4,25.59,41.76,41.67,60.45,SUSPICIOUS,LIMITED
96.11,0,3.01,1.53,3.26,82.89,NORMAL,ALLOW
96.88,1,2.74,4.14,3.11,95.48,NORMAL,ALLOW
91.72,0,2.79,2.06,6.89,92.35,NORMAL,ALLOW
95.19,0,6.85,0.54,1.93,89.52,NORMAL,ALLOW
24.75,7,81.5,78.02,60.31,0.8,HIGH_RISK,DENY
83.18,0,5.8,1.59,10.11,86.34,NORMAL,ALLOW
51.35,2,20.73,65.09,27.53,72.0,SUSPICIOUS,LIMITED
41.9,4,34.85,23.71,35.13,51.88,SUSPICIOUS,LIMITED
89.24,0,2.6,11.67,3.8,93.54,NORMAL,ALLOW
55.19,3,34.1,38.26,58.3,59.29,SUSPICIOUS,LIMITED
93.72,0,3.65,2.09,3.53,87.5,NORMAL,ALLOW
91.72,0,3.18,4.29,1.97,90.27,NORMAL,ALLOW
12.55,6,79.36,86.95,77.57,17.47,HIGH_RISK,DENY
11.4,9,119.32,82.32,71.77,23.97,HIGH_RISK,DENY
11.45,10,98.04,86.98,74.27,24.2,HIGH_RISK,DENY
72.0,4,24.16,55.0,57.94,58.78,SUSPICIOUS,LIMITED
91.21,0,5.86,1.51,0.68,88.33,NORMAL,ALLOW
57.16,4,33.92,61.92,38.38,61.21,SUSPICIOUS,LIMITED
15.73,9,69.05,85.74,67.34,10.22,HIGH_RISK,DENY
7.3,9,61.12,93.94,76.07,23.83,HIGH_RISK,DENY
55.75,4,14.0,59.93,32.34,59.81,SUSPICIOUS,LIMITED
92.55,0,5.32,6.91,1.02,97.36,NORMAL,ALLOW
14.74,7,91.57,91.25,84.23,26.91,HIGH_RISK,DENY
92.41,0,5.47,0.85,6.03,92.79,NORMAL,ALLOW
19.12,6,101.62,69.5,64.11,13.28,HIGH_RISK,DENY
93.0,0,5.86,1.03,0.04,92.23,NORMAL,ALLOW
27.93,10,72.5,90.39,66.97,37.62,HIGH_RISK,DENY
38.0,2,21.98,58.72,43.11,66.57,SUSPICIOUS,LIMITED
68.13,3,36.74,28.56,31.74,48.86,SUSPICIOUS,LIMITED
49.26,2,29.75,44.35,45.99,68.42,SUSPICIOUS,LIMITED
94.86,0,4.23,3.55,0.33,95.7,NORMAL,ALLOW
10.72,7,76.88,83.55,66.75,30.95,HIGH_RISK,DENY
99.66,0,3.18,7.16,1.06,92.17,NORMAL,ALLOW
60.56,6,26.12,51.89,40.43,72.0,SUSPICIOUS,LIMITED
50.59,5,28.12,68.0,66.22,65.93,SUSPICIOUS,LIMITED
66.26,5,28.56,40.41,51.05,52.83,SUSPICIOUS,LIMITED
26.54,8,93.82,79.59,90.62,32.27,HIGH_RISK,DENY
62.57,2,23.34,50.58,53.24,54.65,SUSPICIOUS,LIMITED
55.01,3,21.05,34.26,50.82,55.56,SUSPICIOUS,LIMITED
50.71,5,26.78,37.86,55.22,69.84,SUSPICIOUS,LIMITED
53.3,5,24.49,36.21,18.0,62.0,SUSPICIOUS,LIMITED
45.62,6,27.65,48.9,30.97,54.72,SUSPICIOUS,LIMITED
24.64,9,96.16,90.31,81.64,10.41,HIGH_RISK,DENY
93.54,0,1.0,1.94,0.51,86.72,NORMAL,ALLOW
52.65,3,27.3,53.14,31.1,53.53,SUSPICIOUS,LIMITED
95.54,1,8.26,1.76,3.63,92.94,NORMAL,ALLOW
88.04,0,8.96,6.88,0.0,97.73,NORMAL,ALLOW
72.0,2,29.99,55.7,56.03,59.34,SUSPICIOUS,LIMITED
95.16,0,2.54,0.62,4.25,91.74,NORMAL,ALLOW
6.63,12,75.19,85.9,80.89,28.52,HIGH_RISK,DENY
64.55,3,25.31,49.43,18.0,62.48,SUSPICIOUS,LIMITED
54.7,2,31.39,47.35,53.65,64.96,SUSPICIOUS,LIMITED
62.5,6,24.34,43.96,49.65,53.11,SUSPICIOUS,LIMITED
43.24,4,22.77,28.4,43.55,52.17,SUSPICIOUS,LIMITED
93.55,0,5.22,9.93,1.26,93.05,NORMAL,ALLOW
25.21,6,90.31,88.6,87.89,31.95,HIGH_RISK,DENY
57.28,3,14.0,41.93,52.3,53.34,SUSPICIOUS,LIMITED
90.93,0,3.74,10.89,6.45,76.15,NORMAL,ALLOW
57.61,2,40.9,53.64,37.26,54.13,SUSPICIOUS,LIMITED
24.25,10,64.43,84.82,77.4,13.1,HIGH_RISK,DENY
84.48,0,4.27,1.46,7.33,93.99,NORMAL,ALLOW
17.96,10,90.88,81.32,81.54,23.0,HIGH_RISK,DENY
100.0,0,7.71,0.7,5.01,93.12,NORMAL,ALLOW
44.18,2,23.88,45.53,26.64,61.39,SUSPICIOUS,LIMITED
91.88,0,6.52,5.24,7.95,94.69,NORMAL,ALLOW
8.47,7,102.55,88.2,80.1,15.43,HIGH_RISK,DENY
23.11,9,102.78,84.85,89.49,22.37,HIGH_RISK,DENY
62.31,4,27.99,35.01,43.07,56.11,SUSPICIOUS,LIMITED
25.3,6,87.46,74.23,70.85,18.23,HIGH_RISK,DENY
91.73,0,4.62,1.51,8.22,84.0,NORMAL,ALLOW
58.27,3,14.0,49.08,43.95,55.94,SUSPICIOUS,LIMITED
55.07,2,41.04,50.39,55.07,54.96,SUSPICIOUS,LIMITED
13.11,9,98.79,78.69,66.86,18.65,HIGH_RISK,DENY
72.0,6,15.29,48.13,29.83,54.13,SUSPICIOUS,LIMITED
97.03,0,4.99,4.59,10.78,85.64,NORMAL,ALLOW
52.58,4,20.52,44.2,39.1,72.0,SUSPICIOUS,LIMITED
18.14,6,99.02,70.25,97.64,13.46,HIGH_RISK,DENY
12.15,7,84.72,88.9,92.48,19.15,HIGH_RISK,DENY
22.44,11,68.01,86.59,78.5,36.15,HIGH_RISK,DENY
22.78,11,72.58,80.06,67.8,33.96,HIGH_RISK,DENY
14.75,8,86.37,85.45,79.46,3.53,HIGH_RISK,DENY
89.42,0,4.55,9.31,2.54,82.73,NORMAL,ALLOW
96.17,0,4.34,4.46,1.56,91.54,NORMAL,ALLOW
15.61,11,91.02,90.75,85.65,28.54,HIGH_RISK,DENY
0.0,10,95.34,72.44,88.5,17.63,HIGH_RISK,DENY
91.65,0,10.77,6.64,0.17,95.97,NORMAL,ALLOW
18.62,12,78.11,71.58,77.65,21.53,HIGH_RISK,DENY
13.82,6,76.11,85.09,86.75,28.85,HIGH_RISK,DENY
13.03,15,61.22,97.29,72.56,20.75,HIGH_RISK,DENY
91.81,0,6.26,1.9,1.46,82.9,NORMAL,ALLOW
89.69,0,4.86,0.98,0.02,92.08,NORMAL,ALLOW
0.0,14,71.38,77.19,72.02,18.69,HIGH_RISK,DENY
22.98,11,54.35,80.55,63.13,17.74,HIGH_RISK,DENY
84.99,1,5.31,9.66,3.82,86.03,NORMAL,ALLOW
53.51,6,37.33,36.49,42.07,38.0,SUSPICIOUS,LIMITED
13.98,11,49.9,94.93,60.98,22.96,HIGH_RISK,DENY
14.66,6,100.75,86.83,90.47,18.81,HIGH_RISK,DENY
94.41,0,8.68,1.17,3.38,88.71,NORMAL,ALLOW
86.66,0,9.45,0.35,5.66,83.55,NORMAL,ALLOW
55.68,4,28.64,36.87,50.85,59.2,SUSPICIOUS,LIMITED
60.05,5,16.05,50.0,68.65,62.21,SUSPICIOUS,LIMITED
52.87,3,32.05,35.76,62.48,39.41,SUSPICIOUS,LIMITED
15.96,10,88.66,92.79,75.42,20.94,HIGH_RISK,DENY
91.05,0,2.84,18.0,2.75,93.16,NORMAL,ALLOW
63.47,4,35.64,33.52,36.71,63.27,SUSPICIOUS,LIMITED
85.93,0,4.64,3.79,4.95,84.77,NORMAL,ALLOW
93.22,2,6.57,3.26,1.35,95.61,NORMAL,ALLOW
28.17,17,106.51,73.41,70.87,1.27,HIGH_RISK,DENY
14.86,9,119.24,84.22,72.55,23.39,HIGH_RISK,DENY
93.9,2,6.89,2.08,0.46,91.08,NORMAL,ALLOW
23.47,10,73.4,81.85,64.57,14.17,HIGH_RISK,DENY
95.15,0,2.31,1.45,0.27,87.19,NORMAL,ALLOW
65.56,4,22.23,49.9,47.08,56.33,SUSPICIOUS,LIMITED
15.92,7,91.03,76.0,68.58,29.28,HIGH_RISK,DENY
95.05,1,8.2,4.61,0.96,93.26,NORMAL,ALLOW
54.75,6,36.32,43.4,23.03,58.7,SUSPICIOUS,LIMITED
10.67,6,79.29,68.39,66.29,25.36,HIGH_RISK,DENY
58.02,2,25.29,29.19,46.76,60.3,SUSPICIOUS,LIMITED
88.44,0,2.98,7.59,1.09,94.5,NORMAL,ALLOW
47.31,4,24.9,44.69,44.18,64.93,SUSPICIOUS,LIMITED
100.0,0,5.0,0.82,0.03,90.61,NORMAL,ALLOW
46.46,3,32.33,57.33,41.33,70.44,SUSPICIOUS,LIMITED
54.25,2,35.7,45.84,47.47,56.46,SUSPICIOUS,LIMITED
53.04,3,18.55,41.5,47.66,64.4,SUSPICIOUS,LIMITED
86.7,0,6.61,10.66,0.5,93.21,NORMAL,ALLOW
11.77,6,93.08,80.99,75.86,15.93,HIGH_RISK,DENY
16.15,8,120.99,73.14,86.88,9.62,HIGH_RISK,DENY
87.96,0,2.57,4.47,5.84,97.94,NORMAL,ALLOW
96.36,0,7.95,1.77,3.55,90.9,NORMAL,ALLOW
98.65,0,2.47,0.57,6.59,87.99,NORMAL,ALLOW
95.37,0,6.54,7.31,1.26,89.46,NORMAL,ALLOW
54.47,3,38.31,34.23,43.76,60.08,SUSPICIOUS,LIMITED
8.93,8,107.16,80.0,100.0,16.12,HIGH_RISK,DENY
9.75,6,62.11,82.38,94.04,10.07,HIGH_RISK,DENY
46.19,6,27.87,48.68,56.56,56.43,SUSPICIOUS,LIMITED
90.96,0,6.35,2.51,3.53,88.79,NORMAL,ALLOW
61.43,3,26.8,34.02,59.82,41.04,SUSPICIOUS,LIMITED
46.27,2,29.48,41.18,18.0,61.43,SUSPICIOUS,LIMITED
94.07,0,1.0,1.68,2.57,86.01,NORMAL,ALLOW
9.19,11,110.04,86.64,73.53,22.2,HIGH_RISK,DENY
95.04,0,9.43,7.15,0.72,84.52,NORMAL,ALLOW
10.05,13,97.09,80.83,63.72,12.16,HIGH_RISK,DENY
24.09,15,66.45,99.28,98.28,11.09,HIGH_RISK,DENY
15.85,14,90.51,82.13,87.55,26.03,HIGH_RISK,DENY
20.94,8,105.05,76.96,86.44,18.81,HIGH_RISK,DENY
99.05,0,1.0,3.93,11.38,90.32,NORMAL,ALLOW
11.15,12,102.66,92.61,86.93,18.09,HIGH_RISK,DENY
72.0,4,27.13,46.46,50.4,68.7,SUSPICIOUS,LIMITED
64.69,2,22.87,43.59,25.29,57.76,SUSPICIOUS,LIMITED
87.46,0,1.03,0.62,1.84,96.2,NORMAL,ALLOW
47.03,3,32.62,48.98,39.75,72.0,SUSPICIOUS,LIMITED
63.34,2,18.09,68.0,50.04,60.82,SUSPICIOUS,LIMITED
23.2,11,76.02,77.86,65.96,24.87,HIGH_RISK,DENY
44.08,2,25.03,41.02,38.62,60.68,SUSPICIOUS,LIMITED
54.58,6,26.49,24.01,67.66,61.4,SUSPICIOUS,LIMITED
68.55,2,36.19,43.03,38.55,51.42,SUSPICIOUS,LIMITED
24.45,6,93.23,90.78,84.2,15.14,HIGH_RISK,DENY
20.76,12,105.9,82.37,81.65,13.42,HIGH_RISK,DENY
52.48,2,33.69,38.01,43.13,44.41,SUSPICIOUS,LIMITED
27.47,10,86.11,77.64,50.12,24.49,HIGH_RISK,DENY
94.6,0,1.48,0.63,0.48,88.05,NORMAL,ALLOW
17.68,11,80.51,76.87,65.84,19.19,HIGH_RISK,DENY
11.32,12,72.24,90.06,100.0,23.51,HIGH_RISK,DENY
43.43,3,25.59,55.87,47.39,64.91,SUSPICIOUS,LIMITED
89.64,0,5.96,2.79,0.68,97.04,NORMAL,ALLOW
99.52,0,4.61,8.85,3.12,92.31,NORMAL,ALLOW
70.68,2,32.34,38.73,60.39,69.06,SUSPICIOUS,LIMITED
53.68,5,35.72,46.58,43.76,59.86,SUSPICIOUS,LIMITED
44.85,5,44.63,44.61,43.88,38.0,SUSPICIOUS,LIMITED
20.15,15,61.47,95.79,89.39,19.36,HIGH_RISK,DENY
24.98,10,89.28,76.63,70.56,12.09,HIGH_RISK,DENY
54.2,4,21.97,43.41,43.34,62.77,SUSPICIOUS,LIMITED
89.49,0,4.53,1.0,4.34,100.0,NORMAL,ALLOW
12.68,9,74.36,97.03,72.13,38.0,HIGH_RISK,DENY
78.75,0,6.5,0.46,11.27,96.14,NORMAL,ALLOW
48.4,5,25.96,61.27,22.68,68.72,SUSPICIOUS,LIMITED
92.5,2,1.04,3.2,5.31,90.93,NORMAL,ALLOW
62.05,2,17.76,36.84,21.18,60.56,SUSPICIOUS,LIMITED
60.03,5,31.26,28.73,55.31,66.59,SUSPICIOUS,LIMITED
94.54,0,1.56,0.41,0.83,89.26,NORMAL,ALLOW
7.31,11,84.84,83.26,73.31,21.8,HIGH_RISK,DENY
89.04,0,2.49,2.1,0.13,88.5,NORMAL,ALLOW
89.37,0,6.03,6.55,1.24,95.61,NORMAL,ALLOW
48.72,2,34.25,65.42,34.62,72.0,SUSPICIOUS,LIMITED
42.94,3,24.66,33.88,56.1,62.56,SUSPICIOUS,LIMITED
87.18,0,6.94,0.12,1.04,85.02,NORMAL,ALLOW
99.62,0,1.2,4.45,1.08,100.0,NORMAL,ALLOW
60.17,4,27.9,42.15,30.34,64.66,SUSPICIOUS,LIMITED
23.85,8,96.24,93.43,72.77,18.73,HIGH_RISK,DENY
23.66,12,87.96,88.82,89.33,18.96,HIGH_RISK,DENY
61.62,3,21.14,47.8,36.58,42.27,SUSPICIOUS,LIMITED
54.37,4,23.36,43.18,30.72,60.9,SUSPICIOUS,LIMITED
94.31,0,4.7,2.45,5.77,95.13,NORMAL,ALLOW
96.41,1,2.61,6.96,2.25,83.58,NORMAL,ALLOW
51.69,3,21.72,42.61,28.27,47.67,SUSPICIOUS,LIMITED
90.2,0,4.49,1.82,2.63,92.16,NORMAL,ALLOW
20.69,10,85.74,86.41,73.23,14.65,HIGH_RISK,DENY
12.06,6,77.73,89.13,72.76,10.85,HIGH_RISK,DENY
57.12,2,20.01,58.93,54.07,67.11,SUSPICIOUS,LIMITED
21.18,6,91.94,95.3,80.69,16.1,HIGH_RISK,DENY
19.77,6,107.9,78.01,77.22,10.4,HIGH_RISK,DENY
59.5,6,28.93,38.15,39.28,54.97,SUSPICIOUS,LIMITED
97.71,0,4.76,0.12,1.45,96.28,NORMAL,ALLOW
52.5,5,25.56,41.33,45.87,65.42,SUSPICIOUS,LIMITED
18.53,14,95.43,88.05,84.68,13.05,HIGH_RISK,DENY
95.31,0,4.7,6.94,5.14,87.29,NORMAL,ALLOW
6.27,9,96.74,85.32,76.2,22.46,HIGH_RISK,DENY
18.38,6,97.68,80.87,84.52,28.46,HIGH_RISK,DENY
16.0,10,81.71,87.28,73.86,16.25,HIGH_RISK,DENY
21.92,6,68.65,84.39,85.02,9.6,HIGH_RISK,DENY
42.39,2,19.15,43.81,25.85,50.93,SUSPICIOUS,LIMITED
55.92,4,14.0,57.5,46.96,46.75,SUSPICIOUS,LIMITED
12.07,8,75.13,82.79,71.03,17.91,HIGH_RISK,DENY
91.9,0,5.72,3.03,9.35,90.84,NORMAL,ALLOW
63.59,3,31.8,58.22,32.63,52.26,SUSPICIOUS,LIMITED
62.18,5,32.18,57.97,32.38,72.0,SUSPICIOUS,LIMITED
23.18,6,72.35,90.4,64.93,20.51,HIGH_RISK,DENY
80.94,0,2.02,2.77,6.01,98.27,NORMAL,ALLOW
59.14,5,30.64,43.99,37.25,59.18,SUSPICIOUS,LIMITED
16.12,16,111.38,87.95,98.79,7.06,HIGH_RISK,DENY
18.2,8,85.83,82.09,69.94,12.35,HIGH_RISK,DENY
55.12,3,31.06,47.62,46.48,72.0,SUSPICIOUS,LIMITED
55.06,3,34.24,37.17,52.92,59.23,SUSPICIOUS,LIMITED
93.91,1,3.95,2.82,0.82,86.01,NORMAL,ALLOW
16.07,8,85.63,90.61,73.0,17.2,HIGH_RISK,DENY
92.65,0,3.2,13.99,2.36,100.0,NORMAL,ALLOW
97.47,0,5.6,1.97,12.53,85.63,NORMAL,ALLOW
62.95,3,39.16,42.76,43.79,68.32,SUSPICIOUS,LIMITED
91.24,0,5.2,6.55,1.42,89.17,NORMAL,ALLOW
11.78,13,95.26,86.55,83.64,17.99,HIGH_RISK,DENY
87.86,0,3.88,10.79,1.42,95.46,NORMAL,ALLOW
48.1,2,26.58,45.18,57.01,52.94,SUSPICIOUS,LIMITED
63.34,2,18.17,43.05,63.48,50.09,SUSPICIOUS,LIMITED
98.78,0,8.91,3.38,4.59,93.12,NORMAL,ALLOW
16.22,10,78.53,90.04,90.3,18.16,HIGH_RISK,DENY
96.1,1,5.77,1.08,12.28,97.46,NORMAL,ALLOW
59.47,3,35.76,42.55,52.08,58.79,SUSPICIOUS,LIMITED
47.11,4,34.0,37.86,65.9,59.28,SUSPICIOUS,LIMITED
65.13,2,31.25,48.94,47.43,62.2,SUSPICIOUS,LIMITED
88.35,0,4.42,3.63,5.85,90.27,NORMAL,ALLOW
94.81,0,8.13,3.45,7.68,96.84,NORMAL,ALLOW
9.59,11,96.42,89.89,73.78,24.34,HIGH_RISK,DENY
38.0,5,25.91,43.82,39.24,61.74,SUSPICIOUS,LIMITED
54.27,3,23.65,34.97,36.79,51.59,SUSPICIOUS,LIMITED
29.37,11,61.28,76.34,63.1,27.43,HIGH_RISK,DENY
49.31,5,38.5,42.37,58.64,72.0,SUSPICIOUS,LIMITED
99.75,0,5.18,0.21,1.7,91.12,NORMAL,ALLOW
64.94,5,21.35,56.3,45.5,40.87,SUSPICIOUS,LIMITED
100.0,0,2.55,0.16,6.47,97.52,NORMAL,ALLOW
55.09,3,17.0,52.82,18.98,53.86,SUSPICIOUS,LIMITED
11.72,12,91.83,94.33,60.8,19.78,HIGH_RISK,DENY
43.99,5,26.5,42.75,45.29,72.0,SUSPICIOUS,LIMITED
61.01,2,33.87,56.31,35.84,59.71,SUSPICIOUS,LIMITED
19.11,15,97.84,85.57,67.35,34.28,HIGH_RISK,DENY
85.24,0,7.02,3.44,0.15,91.93,NORMAL,ALLOW
90.83,1,5.62,2.66,9.13,94.57,NORMAL,ALLOW
48.26,4,34.36,50.81,52.44,72.0,SUSPICIOUS,LIMITED
93.43,0,6.12,1.13,9.52,95.75,NORMAL,ALLOW
90.46,0,7.38,0.8,1.28,85.92,NORMAL,ALLOW
11.02,10,74.15,86.54,78.33,20.25,HIGH_RISK,DENY
87.48,0,5.93,0.43,0.11,96.64,NORMAL,ALLOW
96.12,0,4.5,2.35,0.06,92.04,NORMAL,ALLOW
95.57,0,1.0,7.2,0.17,100.0,NORMAL,ALLOW
59.98,6,18.35,62.71,47.8,47.04,SUSPICIOUS,LIMITED
64.18,2,32.69,49.38,50.02,66.92,SUSPICIOUS,LIMITED
100.0,0,6.95,0.69,5.86,87.74,NORMAL,ALLOW
51.35,4,19.92,36.21,56.67,53.17,SUSPICIOUS,LIMITED
10.31,7,84.28,87.02,83.03,11.31,HIGH_RISK,DENY
17.38,16,100.45,72.22,82.57,6.04,HIGH_RISK,DENY
7.63,9,93.48,93.09,78.32,10.3,HIGH_RISK,DENY
62.79,3,34.9,46.71,28.21,59.46,SUSPICIOUS,LIMITED
85.78,0,3.57,7.12,4.36,91.26,NORMAL,ALLOW
15.84,9,73.44,86.22,93.56,12.12,HIGH_RISK,DENY
